"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"
"66136"	"K0A0100"	15	0	0	0	"acute nephritic syndrome, focal+segmental glomerular lesions"	"February 2009"
"57168"	"K0A3200"	19	0	0	0	"chron nephritic syndrom difuse membranous glomerulonephritis"	"February 2009"
"109905"	"1Z1W.00"	268	0	1	0	"ckd with gfr category g3a & albuminuria category a3"	"July 2015"
"60302"	"7A60600"	826	0	0	0	"creation of graft fistula for dialysis"	"February 2009"
"104201"	"SP08H00"	43	0	0	0	"acute rejection of renal transplant"	"June 2012"
"21687"	"C345.00"	284	0	17	0	"gout due to impairment of renal function"	"February 2009"
"107382"	"K0J0.00"	3	0	0	0	"renal involvement in scleroderma"	"December 2013"
"19473"	"66i..00"	129300	0	789	8	"chronic kidney disease monitoring"	"February 2009"
"106728"	"K04E.00"	1191	0	7	0	"acute kidney injury stage 3"	"August 2013"
"96724"	"L162100"	1	0	0	0	"unspecified renal disease in pregnancy - delivered"	"April 2009"
"107082"	"Gy31.00"	15	0	0	0	"occlusion of dialysis arteriovenous fistula"	"October 2013"
"107220"	"G72D100"	1	0	0	0	"aneurysm of needle site of dialysis arteriovenous fistula"	"November 2013"
"107260"	"Gy41.00"	19	0	0	0	"infection of dialysis arteriovenous fistula"	"November 2013"
"34998"	"K020.00"	127	0	0	0	"chronic proliferative glomerulonephritis"	"February 2009"
"112772"	"L162z00"	3	0	0	0	"unspecified renal disease in pregnancy nos"	"July 2018"
"107188"	"G72D.00"	21	0	0	0	"aneurysm of dialysis arteriovenous fistula"	"October 2013"
"112059"	"L052300"	1	0	0	0	"complete legal abortion with renal failure"	"September 2017"
"39840"	"K08y.00"	52	0	0	0	"other impaired renal function disorder"	"February 2009"
"108629"	"4Z1..00"	66	0	0	115	"chronic kidney disease laboratory study"	"September 2014"
"54938"	"L162000"	2	0	0	0	"unspecified renal disease in pregnancy unspecified"	"February 2009"
"109215"	"K043300"	0	0	0	0	"acute renal failure induced by cyclosporin a"	"January 2015"
"22852"	"K015.00"	323	0	24	0	"nephrotic syndrome, focal and segmental glomerular lesions"	"February 2009"
"60960"	"K02y.00"	20	0	0	0	"other chronic glomerulonephritis"	"February 2009"
"21947"	"K017.00"	173	0	1	0	"nephrotic syn difus mesangial prolifertiv glomerulonephritis"	"February 2009"
"67193"	"K032y00"	48	0	1	0	"nephritis unsp+os membranoprolif glomerulonephritis lesion"	"February 2009"
"116393"	"ZC2CL11"	6	0	0	0	"dietary advice kidney disease"	"October 2023"
"101912"	"Z1A..00"	6	0	0	0	"dialysis training"	"March 2011"
"44422"	"14V2.11"	90	0	3	0	"h/o: kidney dialysis"	"February 2009"
"108699"	"Gy10.00"	3	0	0	0	"stenosis of dialysis arteriovenous graft"	"October 2014"
"26862"	"7B06300"	299	0	15	0	"exploration of renal transplant"	"February 2009"
"99201"	"K01x200"	1	0	0	0	"nephrotic syndrome in malaria"	"April 2010"
"107814"	"K032200"	4	0	0	0	"focal glomerulon + focal recurr macroscop glomerulonephritis"	"March 2014"
"105238"	"K04..12"	75891	0	323	280	"acute kidney injury"	"November 2012"
"63615"	"K02yz00"	20	0	0	0	"other chronic glomerulonephritis nos"	"February 2009"
"8037"	"7L1B000"	1246	0	12	0	"insertion of ambulatory peritoneal dialysis catheter"	"February 2009"
"63488"	"ZV56y00"	3	0	2	0	"[v]other specified aftercare involving intermittent dialysis"	"February 2009"
"104981"	"K05..13"	1106	0	0	0	"chronic kidney disease"	"September 2012"
"41148"	"K0B4000"	15	0	1	0	"renal tubulo-interstitial disorder in sle"	"February 2009"
"109805"	"1Z1V.00"	1137	0	2	0	"ckd with gfr category g3a & albuminuria category a2"	"June 2015"
"114018"	"L393z00"	1	0	0	0	"post-delivery acute renal failure nos"	"July 2019"
"111751"	"K036.00"	11	0	0	0	"cryoglobulinaemic glomerulonephritis"	"April 2017"
"115392"	"K08yF11"	2	0	0	0	"renal tubule insufficiency with biliary malformation"	"February 2021"
"109455"	"7B00500"	7	0	0	0	"allotransplantation of kidney from cadaver nec"	"April 2015"
"97734"	"K0A1100"	4	0	0	0	"rapid progres nephritic syn focal+segmental glomerulr lesion"	"October 2009"
"111103"	"SP0E100"	7	0	0	0	"thrombus in peritoneal dialysis catheter"	"July 2016"
"24361"	"7B00200"	883	0	4	0	"transplantation of kidney from cadaver"	"February 2009"
"97758"	"K02y000"	3	0	0	0	"chronic glomerulonephritis + diseases ec"	"October 2009"
"106975"	"Gy51.00"	13	0	0	0	"haemorrhage of dialysis arteriovenous fistula"	"September 2013"
"110976"	"Z1A1.11"	1	0	0	0	"pd - peritoneal dialysis training"	"June 2016"
"97978"	"1Z1A.11"	69	0	0	0	"ckd stage 2 without proteinuria"	"November 2009"
"61494"	"K022.00"	52	0	0	0	"chronic membranoproliferative glomerulonephritis"	"February 2009"
"107900"	"SP0E.00"	8	0	0	0	"disorders associated with peritoneal dialysis"	"April 2014"
"25582"	"K04z.00"	1059	0	7	0	"acute renal failure nos"	"February 2009"
"109518"	"K046.00"	2	0	0	0	"acute renal failure induced by toxin"	"April 2015"
"97198"	"K044.00"	38	0	2	0	"acute renal failure due to urinary obstruction"	"August 2009"
"43935"	"G221.00"	67	0	0	0	"benign hypertensive renal disease"	"February 2009"
"94793"	"1Z1B.00"	4491	0	30	0	"chronic kidney disease stage 3 with proteinuria"	"February 2009"
"57919"	"K043.00"	99	0	0	0	"acute drug-induced renal failure"	"February 2009"
"112997"	"Gy11100"	2	0	0	0	"stenosis of venous side of dialysis arteriovenous shunt"	"October 2018"
"105739"	"K04..11"	36	0	1	0	"arf - acute renal failure"	"January 2013"
"106860"	"C353600"	5	0	0	0	"renal failure-associated hyperphosphataemia"	"August 2013"
"11554"	"SP15400"	170	0	5	0	"renal failure as a complication of care"	"February 2009"
"102210"	"7L1f000"	6	0	0	0	"extracorporeal albumin haemodialysis"	"May 2011"
"18774"	"TB00111"	300	0	8	0	"renal transplant with complication, without blame"	"February 2009"
"113022"	"Gy20.00"	4	0	0	0	"thrombosis of dialysis arteriovenous graft"	"October 2018"
"64828"	"7L1A600"	253	0	0	0	"peritoneal dialysis nec"	"February 2009"
"101666"	"L070300"	4	0	0	0	"unspecified abortion with renal failure"	"February 2011"
"55233"	"Z4B4.00"	2	0	0	0	"polycystic kidney disease counselling"	"February 2009"
"112065"	"L060300"	1	0	0	0	"unspecified illegal abortion with renal failure"	"September 2017"
"112422"	"Kyu0800"	2	0	0	0	"[x]unspecif nephritic syndr, minor glomerular abnormality"	"December 2017"
"96819"	"Kyu4000"	4	0	0	0	"[x]other disorders resulting/impaired renal tubular function"	"May 2009"
"99685"	"K0A0600"	11	0	0	0	"acute nephritic syndrome, dense deposit disease"	"June 2010"
"40413"	"K0A3100"	14	0	0	0	"chronic nephritic syndrm focal+segmental glomerular lesions"	"February 2009"
"71500"	"S760z00"	52	0	0	0	"kidney injury without mention of open wound into cavity nos"	"February 2009"
"71271"	"9Ot..00"	10251	0	78	2	"chronic kidney disease monitoring administration"	"February 2009"
"57072"	"K032500"	31	0	0	0	"other familial glomerulonephritis"	"February 2009"
"111022"	"1Z18.11"	8	0	0	0	"ckd stage 1 without proteinuria"	"July 2016"
"6712"	"K050.00"	6192	0	70	1	"end stage renal failure"	"February 2009"
"105383"	"K052.00"	874	0	0	0	"chronic kidney disease stage 2"	"December 2012"
"108816"	"K01x.00"	2	0	0	0	"nephrotic syndrome in diseases ec"	"November 2014"
"109990"	"1Z1Z.00"	258	0	1	0	"ckd with gfr category g3b & albuminuria category a3"	"August 2015"
"108922"	"K01w112"	2	0	0	0	"wilms' tumour + nephrotic syndrome + pseudohermaphroditism"	"December 2014"
"112548"	"K01w111"	1	0	0	0	"nephrotic syndrome with pseudohermaphroditism"	"April 2018"
"11553"	"SP08300"	510	0	9	0	"kidney transplant failure and rejection"	"February 2009"
"105742"	"G72D200"	4	0	0	0	"aneurysm of anastomotic site of dialysis av fistula"	"January 2013"
"1803"	"K011.00"	679	0	9	0	"nephrotic syndrome with membranous glomerulonephritis"	"February 2009"
"60743"	"ZV56.00"	20	0	4	0	"[v]aftercare involving intermittent dialysis"	"February 2009"
"105859"	"K0A8.00"	29	0	0	0	"rapidly progressive glomerulonephritis"	"March 2013"
"20629"	"PD1..11"	580	0	111	0	"congenital cystic renal disease"	"February 2009"
"59064"	"PD1..12"	15	0	0	0	"fibrocystic kidney"	"February 2009"
"95123"	"1Z1C.00"	16081	0	11	0	"chronic kidney disease stage 3 without proteinuria"	"February 2009"
"107071"	"G701011"	1	0	0	0	"aras - atherosclerotic renal artery stenosis"	"October 2013"
"110749"	"K01w200"	4	0	0	0	"congenital nephrotic syndrome with focal glomerulosclerosis"	"April 2016"
"2994"	"7L1A100"	4155	0	71	3	"peritoneal dialysis"	"February 2009"
"62868"	"K032300"	4	0	0	0	"anaphylactoid glomerulonephritis"	"February 2009"
"23773"	"7L1B100"	595	0	8	0	"removal of ambulatory peritoneal dialysis catheter"	"February 2009"
"109809"	"Gy2..00"	15	0	0	0	"thrombosis of dialysis vascular access"	"June 2015"
"20129"	"K00z.00"	648	0	17	0	"acute glomerulonephritis nos"	"February 2009"
"31549"	"7L1A.00"	335	0	26	0	"compensation for renal failure"	"February 2009"
"83513"	"7L1C.00"	29	0	0	0	"placement other apparatus for compensation for renal failure"	"February 2009"
"15780"	"K0z..00"	3415	0	730	11	"nephritis, nephrosis and nephrotic syndrome nos"	"February 2009"
"2088"	"K00..00"	7189	0	84	0	"acute glomerulonephritis"	"February 2009"
"95572"	"1Z18.00"	394	0	1	0	"chronic kidney disease stage 1 without proteinuria"	"February 2009"
"107183"	"67P4100"	95	0	2	0	"discussion about kidney transplantation"	"October 2013"
"109963"	"1Z1X.00"	1114	0	2	0	"ckd with gfr category g3b & albuminuria category a1"	"July 2015"
"36342"	"K032y13"	193	0	0	0	"mesangioproliferative glomerulonephritis nec"	"February 2009"
"111029"	"K032y12"	2	0	0	0	"lobular glomerulonephritis nec"	"July 2016"
"50305"	"K032y11"	18	0	1	0	"hypocomplementaemic persistent glomerulonephritis nec"	"February 2009"
"97388"	"K032y15"	7	0	0	0	"mixed membranous and proliferative glomerulonephritis nec"	"August 2009"
"41881"	"K032y14"	361	0	9	0	"mesangiocapillary glomerulonephritis nec"	"February 2009"
"109750"	"2126E00"	1096	0	0	0	"chronic kidney disease resolved"	"June 2015"
"101124"	"SP06B00"	14	0	0	0	"continuous ambulatory peritoneal dialysis associated perit"	"December 2010"
"108423"	"Gy60.00"	1	0	0	0	"rupture of dialysis arteriovenous graft"	"July 2014"
"113481"	"4N...00"	0	0	0	30	"dialysis fluid examination"	"March 2019"
"95145"	"1Z1B.11"	159	0	1	0	"ckd stage 3 with proteinuria"	"February 2009"
"94373"	"K01y.00"	7	0	0	0	"nephrotic syndrome with other pathological kidney lesions"	"February 2009"
"73026"	"K0A3500"	13	0	0	0	"chronic neph syn difus mesangiocapillary glomerulonephritis"	"February 2009"
"106757"	"451K.00"	15	0	1	6537	"estimated gfr using ckd-epi formula per 1.73 square metres"	"August 2013"
"4669"	"K02y200"	233	0	7	0	"chronic focal glomerulonephritis"	"February 2009"
"29634"	"K013.00"	253	0	4	0	"nephrotic syndrome with minimal change glomerulonephritis"	"February 2009"
"107752"	"SP08T00"	6	0	0	0	"urological complication of renal transplant"	"March 2014"
"105919"	"PD11011"	20	0	0	0	"autosomal recessive polycystic kidney disease"	"April 2013"
"24676"	"SK08.00"	577	0	2	0	"acute renal failure due to rhabdomyolysis"	"February 2009"
"107765"	"K0J..00"	22	0	0	0	"renal disorders in systemic disease"	"March 2014"
"105436"	"SP0G.00"	5	0	0	0	"anaphylactoid reaction due to haemodialysis"	"December 2012"
"69433"	"L393200"	3	0	0	0	"post-delivery acute renal failure with postnatal problem"	"February 2009"
"104630"	"SP08G00"	2	0	0	0	"acute rejection of renal transplant - grade iii"	"July 2012"
"108213"	"Gy40.00"	7	0	0	0	"infection of dialysis arteriovenous graft"	"June 2014"
"94842"	"Kyu1.00"	8	0	0	0	"[x]renal tubulo-interstitial diseases"	"February 2009"
"11787"	"K060.00"	24145	0	1088	0	"renal impairment"	"February 2009"
"106045"	"K138600"	75	0	0	0	"renal vascular disease"	"May 2013"
"36442"	"7L1B.11"	41	0	1	0	"placement ambulatory dialysis apparatus - compens renal fail"	"February 2009"
"10105"	"14D2.00"	308	0	7	0	"h/o: kidney infection"	"February 2009"
"110251"	"1Z1S.00"	135	0	2	0	"ckd with gfr category g2 & albuminuria category a3"	"November 2015"
"41013"	"K08y300"	19	0	1	0	"renal function impairment with growth failure"	"February 2009"
"67486"	"PD1y000"	7	0	0	0	"fibrocystic kidney disease"	"February 2009"
"5182"	"K03z.00"	3836	0	214	3	"unspecified glomerulonephritis nos"	"February 2009"
"109804"	"1Z1T.00"	3320	0	0	0	"ckd with gfr category g3a & albuminuria category a1"	"June 2015"
"105328"	"7B00212"	273	0	0	0	"cadaveric renal transplant"	"December 2012"
"98364"	"7B00211"	10	0	0	0	"allotransplantation of kidney from cadaver"	"January 2010"
"62728"	"S760000"	40	0	0	0	"kidney injury without open wound into cavity, unspecified"	"February 2009"
"2999"	"K01..00"	21250	0	980	5	"nephrotic syndrome"	"February 2009"
"110003"	"1Z1N.00"	210	0	0	0	"ckd with gfr category g1 & albuminuria category a2"	"August 2015"
"86419"	"4N2..00"	0	0	0	7	"dialysis fluid glucose level"	"February 2009"
"106649"	"K04C.00"	3900	0	14	0	"acute kidney injury stage 1"	"August 2013"
"49150"	"K0y..00"	70	0	0	0	"other specified nephritis, nephrosis or nephrotic syndrome"	"February 2009"
"15106"	"G22z.00"	401	0	13	0	"hypertensive renal disease nos"	"February 2009"
