"medcode"	"term"	"database"
"1971491000006116"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, flashbacks"	"Aurum"
"1971501000006112"	"mental & behav dis due to use opioids: psychotic disorder, predominantly delusional"	"Aurum"
"1971511000006110"	"mental and behav dis due to hallucinogens: dependence syn, currently abstinent, but in a protected environment"	"Aurum"
"1971521000006119"	"mental & behav dis due to use opioids: psychotic disorder, predominantly hallucinatory"	"Aurum"
"1971531000006116"	"mental & behav dis due to use opioids: psychotic disorder, predominantly polymorphic"	"Aurum"
"1971551000006111"	"mental and behav dis due to hallucinogens: dependence syn, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"Aurum"
"1971561000006113"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, personality or behaviour disorder"	"Aurum"
"1971571000006118"	"mental & behav dis due to use opioids: psychotic disorder, predominantly depressive symptoms"	"Aurum"
"1971581000006115"	"mental and behav dis due to hallucinogens: dependence syn, currently abstinent, but receiving treatment with aversive or blocking drugs"	"Aurum"
"1971591000006117"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, residual affective disorder"	"Aurum"
"1971601000006113"	"mental & behav dis due to use opioids: psychotic disorder, predominantly manic symptoms"	"Aurum"
"1971611000006111"	"mental and behav dis due to hallucinogens: dependence syn, currently using the substance [active dependence]"	"Aurum"
"1971621000006115"	"mental and behav dis due to hallucinogens: dependence syn, continuous use"	"Aurum"
"1971631000006117"	"mental & behav dis due to use opioids: psychotic disorder, mixed"	"Aurum"
"1971641000006110"	"mental and behav dis due to hallucinogens: dependence syn, episodic use [dipsomania]"	"Aurum"
"1971651000006112"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, flashbacks"	"Aurum"
"1971661000006114"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, dementia"	"Aurum"
"1971671000006119"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, personality or behaviour disorder"	"Aurum"
"1971681000006116"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, residual affective disorder"	"Aurum"
"1971691000006118"	"mental and behav dis due to hallucinogens: withdrawal state, uncomplicated"	"Aurum"
"1971701000006118"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, dementia"	"Aurum"
"1971711000006115"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, other persisting cognitive impairment"	"Aurum"
"1971721000006111"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, other persisting cognitive impairment"	"Aurum"
"1971731000006114"	"mental and behav dis due to hallucinogens: withdrawal state, with convulsions"	"Aurum"
"1971741000006116"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, late-onset psychotic disorder"	"Aurum"
"1971751000006119"	"mental & behav dis due cannabinoids: acute intoxication, uncomplicated"	"Aurum"
"1971761000006117"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, late-onset psychotic disorder"	"Aurum"
"1971781000006110"	"mental & behav dis due to hallucinogens: withdrwl state wth delirium, without convulsions"	"Aurum"
"1971791000006113"	"mental & behav dis due cannabinoids: acute intoxication, with trauma or other bodily injury"	"Aurum"
"1971801000006114"	"mental & behav dis due to use cocaine: acute intoxication, uncomplicated"	"Aurum"
"1971811000006112"	"mental & behav dis due to hallucinogens: withdrwl state wth delirium, with convulsions"	"Aurum"
"1971821000006116"	"mental & behav dis due cannabinoids: acute intoxication, with other medical complications"	"Aurum"
"1971831000006118"	"mental & behav dis due to use cocaine: acute intoxication, with trauma or other bodily injury"	"Aurum"
"1971841000006111"	"mental & behav dis due cannabinoids: acute intoxication, with delirium"	"Aurum"
"1971851000006113"	"mental & behav dis due to use cocaine: acute intoxication, with other medical complications"	"Aurum"
"1971861000006110"	"mental & behav dis due to use cocaine: acute intoxication, with delirium"	"Aurum"
"1971871000006115"	"mental & behav dis due cannabinoids: acute intoxication, with perceptual distortions"	"Aurum"
"1971881000006117"	"mental & behav dis due cannabinoids: acute intoxication, with coma"	"Aurum"
"1971891000006119"	"mental & behav dis due to use cocaine: acute intoxication, with perceptual distortions"	"Aurum"
"1971901000006115"	"mental & behav dis due cannabinoids: acute intoxication, with convulsions"	"Aurum"
"1971921000006113"	"mental and behav dis due to cannabinoids: dependence synd, currently abstinent"	"Aurum"
"1971931000006111"	"mental and behav dis due to cannabinoids: dependence synd, currently abstinent, but in a protected environment"	"Aurum"
"1971941000006118"	"mental and behav dis due to cannabinoids: dependence synd, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"Aurum"
"1971951000006116"	"mental and behav dis due to cannabinoids: dependence synd, currently abstinent, but receiving treatment with aversive or blocking drugs"	"Aurum"
"1971961000006119"	"mental and behav dis due to cannabinoids: dependence synd, currently using the substance [active dependence]"	"Aurum"
"1971971000006114"	"mental and behav dis due to cannabinoids: dependence synd, continuous use"	"Aurum"
"1971981000006112"	"mental and behav dis due to cannabinoids: dependence synd, episodic use [dipsomania]"	"Aurum"
"1971991000006110"	"mental and behav dis due cannabinoids: withdrawal state, uncomplicated"	"Aurum"
"1972001000006112"	"mental and behav dis due cannabinoids: withdrawal state, with convulsions"	"Aurum"
"1972011000006110"	"mental & behav dis due to hallucinogens: psychotic disord, schizophrenia-like"	"Aurum"
"1972031000006116"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly delusional"	"Aurum"
"1972051000006111"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly hallucinatory"	"Aurum"
"1972221000006111"	"mental & behav dis due to cannabinoids: withdrwl state wth delirium, without convulsions"	"Aurum"
"1972241000006116"	"mental & behav dis due to cannabinoids: withdrwl state wth delirium, with convulsions"	"Aurum"
"1972261000006117"	"mental & behav dis due to cannabinoids: psychotic disordr, schizophrenia-like"	"Aurum"
"1972281000006110"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly delusional"	"Aurum"
"1972301000006114"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly hallucinatory"	"Aurum"
"1972321000006116"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly polymorphic"	"Aurum"
"1972331000006118"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly depressive symptoms"	"Aurum"
"1972351000006113"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly manic symptoms"	"Aurum"
"1972361000006110"	"mental & behav dis due to cannabinoids: psychotic disordr, mixed"	"Aurum"
"1972381000006117"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, flashbacks"	"Aurum"
"1972391000006119"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, personality or behaviour disorder"	"Aurum"
"1972411000006119"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, residual affective disorder"	"Aurum"
"1972431000006113"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, dementia"	"Aurum"
"1972441000006115"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, other persisting cognitive impairment"	"Aurum"
"1972461000006116"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, late-onset psychotic disorder"	"Aurum"
"1972491000006112"	"mental & behav dis due seds/hypntcs: acute intoxication, uncomplicated"	"Aurum"
"1972511000006118"	"mental & behav dis due seds/hypntcs: acute intoxication, with trauma or other bodily injury"	"Aurum"
"1972531000006112"	"mental & behav dis due seds/hypntcs: acute intoxication, with other medical complications"	"Aurum"
"1972551000006117"	"mental & behav dis due seds/hypntcs: acute intoxication, with delirium"	"Aurum"
"1972561000006115"	"mental & behav dis due seds/hypntcs: acute intoxication, with perceptual distortions"	"Aurum"
"1972581000006113"	"mental & behav dis due seds/hypntcs: acute intoxication, with coma"	"Aurum"
"1972591000006111"	"mental & behav dis due seds/hypntcs: acute intoxication, with convulsions"	"Aurum"
"1972631000006111"	"mental and behav dis due to seds/hypntcs: dependence synd, currently abstinent"	"Aurum"
"1972651000006116"	"mental and behav dis due to seds/hypntcs: dependence synd, currently abstinent, but in a protected environment"	"Aurum"
"1972671000006114"	"mental and behav dis due to seds/hypntcs: dependence synd, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"Aurum"
"1972691000006110"	"mental and behav dis due to seds/hypntcs: dependence synd, currently abstinent, but receiving treatment with aversive or blocking drugs"	"Aurum"
"1972701000006110"	"mental and behav dis due to seds/hypntcs: dependence synd, currently using the substance [active dependence]"	"Aurum"
"1972721000006117"	"mental and behav dis due to seds/hypntcs: dependence synd, continuous use"	"Aurum"
"1972741000006112"	"mental and behav dis due to seds/hypntcs: dependence synd, episodic use [dipsomania]"	"Aurum"
"1972761000006111"	"mental and behav dis due seds/hypntcs: withdrawal state, uncomplicated"	"Aurum"
"1972781000006118"	"mental and behav dis due seds/hypntcs: withdrawal state, with convulsions"	"Aurum"
"1972801000006119"	"mental & behav dis due to use cocaine: acute intoxication, with coma"	"Aurum"
"1972811000006116"	"mental & behav dis due to seds/hypntcs: withdrwl state wth delirium, without convulsions"	"Aurum"
"1972841000006117"	"mental & behav dis due to seds/hypntcs: withdrwl state wth delirium, with convulsions"	"Aurum"
"1972851000006115"	"mental & behav dis due to use cocaine: acute intoxication, with convulsions"	"Aurum"
"1972861000006118"	"mental & behav dis due to seds/hypntcs: psychotic disordr, schizophrenia-like"	"Aurum"
"1972881000006111"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly delusional"	"Aurum"
"1972901000006113"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly hallucinatory"	"Aurum"
"1972921000006115"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly polymorphic"	"Aurum"
"1972941000006110"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly depressive symptoms"	"Aurum"
"1972951000006112"	"mental and behav dis due to use cocaine: dependence syndr, currently abstinent"	"Aurum"
"1972961000006114"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly manic symptoms"	"Aurum"
"1972971000006119"	"mental & behav dis due to seds/hypntcs: psychotic disordr, mixed"	"Aurum"
"1972981000006116"	"mental and behav dis due to use cocaine: dependence syndr, currently abstinent, but in a protected environment"	"Aurum"
"1972991000006118"	"mental and behav dis due vol solvents: withdrawal state, uncomplicated"	"Aurum"
"1973001000006117"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly polymorphic"	"Aurum"
"1973011000006119"	"mental and behav dis due vol solvents: withdrawal state, with convulsions"	"Aurum"
"1973021000006110"	"mental & behav dis due vol solvents: withdrawal state wth delirium, without convulsions"	"Aurum"
"1973031000006113"	"mental & behav dis due vol solvents: withdrawal state wth delirium, with convulsions"	"Aurum"
"1973041000006115"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly depressive symptoms"	"Aurum"
"1973051000006118"	"mental & behav dis due to vol solvents: psychotic disordr, schizophrenia-like"	"Aurum"
"1973061000006116"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly manic symptoms"	"Aurum"
"1973071000006111"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly delusional"	"Aurum"
"1973081000006114"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly hallucinatory"	"Aurum"
"1973091000006112"	"mental & behav dis due to hallucinogens: psychotic disord, mixed"	"Aurum"
"1973101000006118"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly polymorphic"	"Aurum"
"1973111000006115"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly depressive symptoms"	"Aurum"
"1973121000006111"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly manic symptoms"	"Aurum"
"1973131000006114"	"mental & behav dis due to vol solvents: psychotic disordr, mixed"	"Aurum"
"1973141000006116"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, flashbacks"	"Aurum"
"1973151000006119"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, personality or behaviour disorder"	"Aurum"
"1973161000006117"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, residual affective disorder"	"Aurum"
"1973171000006112"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, dementia"	"Aurum"
"1973181000006110"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, other persisting cognitive impairment"	"Aurum"
"1973191000006113"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, late-onset psychotic disorder"	"Aurum"
"1973201000006111"	"mental and behav dis due to use cocaine: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"Aurum"
"1973211000006114"	"mental and behav dis due to use cocaine: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"Aurum"
"1973231000006115"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, uncomplicated"	"Aurum"
"1973251000006110"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with trauma or other bodily injury"	"Aurum"
"1973261000006112"	"mental and behav dis due to use cocaine: dependence syndr, currently using the substance [active dependence]"	"Aurum"
"1973281000006119"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with other medical complications"	"Aurum"
"1973291000006116"	"mental and behav dis due to use cocaine: dependence syndr, continuous use"	"Aurum"
"1973301000006115"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with delirium"	"Aurum"
"1973311000006117"	"mental and behav dis due to use cocaine: dependence syndr, episodic use [dipsomania]"	"Aurum"
"1973331000006111"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with perceptual distortions"	"Aurum"
"1973351000006116"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with coma"	"Aurum"
"1973361000006119"	"mental and behav dis due to use cocaine: withdrawal state, uncomplicated"	"Aurum"
"1973371000006114"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with convulsions"	"Aurum"
"1973421000006119"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently abstinent, but in a protected environment"	"Aurum"
"1973431000006116"	"mental and behav dis due to use cocaine: withdrawal state, with convulsions"	"Aurum"
"1973451000006111"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"Aurum"
"1973471000006118"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"Aurum"
"1973491000006117"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently using the substance [active dependence]"	"Aurum"
"1973511000006111"	"mental & behav dis due to use cocaine: withdrawl state wth delirium, without convulsions"	"Aurum"
"1973521000006115"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, continuous use"	"Aurum"
"1973541000006110"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, episodic use [dipsomania]"	"Aurum"
"1973561000006114"	"mental & behav dis due to use cocaine: withdrawl state wth delirium, with convulsions"	"Aurum"
"1973571000006119"	"mental and behav dis mlti drg use/oth psychoa sbs: withdrwl state, uncomplicated"	"Aurum"
"1973581000006116"	"mental & behav dis due to use cocaine: psychotic disorder, schizophrenia-like"	"Aurum"
"1973591000006118"	"mental and behav dis mlti drg use/oth psychoa sbs: withdrwl state, with convulsions"	"Aurum"
"1973611000006112"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly delusional"	"Aurum"
"1973621000006116"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, flashbacks"	"Aurum"
"1973631000006118"	"mental and behav dis mlti drg use/oth psychoa sbs: wthdrwl state wth delirium, without convulsions"	"Aurum"
"1973641000006111"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, personality or behaviour disorder"	"Aurum"
"1973651000006113"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly hallucinatory"	"Aurum"
"1973671000006115"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, residual affective disorder"	"Aurum"
"1973691000006119"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly polymorphic"	"Aurum"
"1973711000006116"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, dementia"	"Aurum"
"1973731000006110"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly depressive symptoms"	"Aurum"
"1973741000006117"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, other persisting cognitive impairment"	"Aurum"
"1973751000006115"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly manic symptoms"	"Aurum"
"1973771000006113"	"mental and behav dis mlti drg use/oth psychoa sbs: wthdrwl state wth delirium, with convulsions"	"Aurum"
"1973781000006111"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, late-onset psychotic disorder"	"Aurum"
"1973791000006114"	"mental & behav dis due to use cocaine: psychotic disorder, mixed"	"Aurum"
"1973881000006118"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, flashbacks"	"Aurum"
"1973901000006116"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, personality or behaviour disorder"	"Aurum"
"1973911000006118"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, residual affective disorder"	"Aurum"
"1973941000006119"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, dementia"	"Aurum"
"1973971000006110"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, other persisting cognitive impairment"	"Aurum"
"1974001000006119"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, late-onset psychotic disorder"	"Aurum"
"1974201000006113"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, flashbacks"	"Aurum"
"1974241000006110"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, personality or behaviour disorder"	"Aurum"
"1974261000006114"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, residual affective disorder"	"Aurum"
"1974271000006119"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, dementia"	"Aurum"
"1974291000006118"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, other persisting cognitive impairment"	"Aurum"
"1974321000006110"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, late-onset psychotic disorder"	"Aurum"
"1975011000006115"	"mental & behav dis due vol solvents: acute intoxication, uncomplicated"	"Aurum"
"1975031000006114"	"mental & behav dis due vol solvents: acute intoxication, with trauma or other bodily injury"	"Aurum"
"1975061000006117"	"mental & behav dis due vol solvents: acute intoxication, with other medical complications"	"Aurum"
"1975101000006119"	"mental & behav dis due vol solvents: acute intoxication, with delirium"	"Aurum"
"1975111000006116"	"mental & behav dis due vol solvents: acute intoxication, with perceptual distortions"	"Aurum"
"1975121000006112"	"mental & behav dis due vol solvents: acute intoxication, with coma"	"Aurum"
"1975151000006115"	"mental & behav dis due vol solvents: acute intoxication, with convulsions"	"Aurum"
"1975311000006118"	"mental and behav dis due to vol solvents: dependence synd, currently abstinent"	"Aurum"
"1975331000006112"	"mental and behav dis due to vol solvents: dependence synd, currently abstinent, but in a protected environment"	"Aurum"
"1975361000006115"	"mental and behav dis due to vol solvents: dependence synd, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"Aurum"
"1975391000006111"	"mental and behav dis due to vol solvents: dependence synd, currently abstinent, but receiving treatment with aversive or blocking drugs"	"Aurum"
"1975421000006115"	"mental and behav dis due to vol solvents: dependence synd, currently using the substance [active dependence]"	"Aurum"
"1975451000006112"	"mental and behav dis due to vol solvents: dependence synd, continuous use"	"Aurum"
"1976201000006119"	"mental & behav dis due hallucinogens: acute intoxicatn, uncomplicated"	"Aurum"
"1976221000006112"	"mental & behav dis due hallucinogens: acute intoxicatn, with trauma or other bodily injury"	"Aurum"
"1976281000006111"	"mental & behav dis due to use opioids: acute intoxication, uncomplicated"	"Aurum"
"1976291000006114"	"mental & behav dis due hallucinogens: acute intoxicatn, with other medical complications"	"Aurum"
"1976301000006110"	"mental & behav dis due to use opioids: acute intoxication, with trauma or other bodily injury"	"Aurum"
"1976311000006113"	"mental & behav dis due hallucinogens: acute intoxicatn, with delirium"	"Aurum"
"1976331000006119"	"mental & behav dis due to use opioids: acute intoxication, with other medical complications"	"Aurum"
"1976341000006112"	"mental & behav dis due hallucinogens: acute intoxicatn, with perceptual distortions"	"Aurum"
"1976351000006114"	"mental & behav dis due to use opioids: acute intoxication, with delirium"	"Aurum"
"1976361000006111"	"mental & behav dis due hallucinogens: acute intoxicatn, with coma"	"Aurum"
"1976381000006118"	"mental & behav dis due hallucinogens: acute intoxicatn, with convulsions"	"Aurum"
"1976421000006111"	"mental & behav dis due to use opioids: acute intoxication, with perceptual distortions"	"Aurum"
"1976441000006116"	"mental & behav dis due to use opioids: acute intoxication, with coma"	"Aurum"
"1976471000006112"	"mental & behav dis due to use opioids: acute intoxication, with convulsions"	"Aurum"
"1976501000006117"	"mental and behav dis due to use opioids: dependence syndr, currently abstinent"	"Aurum"
"1976531000006113"	"mental and behav dis due to use opioids: dependence syndr, currently abstinent, but in a protected environment"	"Aurum"
"1976551000006118"	"mental and behav dis due to use opioids: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"Aurum"
"1976581000006114"	"mental and behav dis due to use opioids: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"Aurum"
"1976591000006112"	"mental and behav dis due to use opioids: dependence syndr, currently using the substance [active dependence]"	"Aurum"
"1976611000006118"	"mental and behav dis due to use opioids: dependence syndr, continuous use"	"Aurum"
"1976621000006114"	"mental and behav dis due to use opioids: dependence syndr, episodic use [dipsomania]"	"Aurum"
"1976871000006114"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently abstinent"	"Aurum"
"1976981000006117"	"mental and behav dis due to vol solvents: dependence synd, episodic use [dipsomania]"	"Aurum"
"1977071000006116"	"abuse of antidepressants"	"Aurum"
"1985751000006110"	"chat (comprehensive health assessment tool) - young people in contact with the youth offending service: substance misuse assessment"	"Aurum"
"1985791000006116"	"chat (comprehensive health assessment tool) - young people in the secure estate: substance misuse assessment"	"Aurum"
"1994301000006110"	"specialist substance misuse service signposted"	"Aurum"
"1994311000006113"	"declined referral to specialist substance misuse service"	"Aurum"
"2246691000000115"	"drug misuse clinic administration"	"Aurum"
"2256931000000110"	"benzodiazepine dependence detoxification"	"Aurum"
"2264491000000115"	"seen in drug misuse clinic"	"Aurum"
"2292881000000111"	"urine methadone positive"	"Aurum"
"2301851000000116"	"in-house substance misuse treatment"	"Aurum"
"2307771000000112"	"substance misuse monitoring 6 month review"	"Aurum"
"2307811000000112"	"substance misuse monitoring annual review"	"Aurum"
"2368111000000115"	"witness to adult substance misuse"	"Aurum"
"2371251000000114"	"novel psychoactive substance misuse"	"Aurum"
"2388131000000114"	"drug misuser in household"	"Aurum"
"2418861000000117"	"history of novel psychoactive substance misuse"	"Aurum"
"2449401000000118"	"substance misuse care plan"	"Aurum"
"2537261000006113"	"psychoactive substance dependence"	"Aurum"
"2601091000006116"	"cocaine induced psychosis with hallucinations"	"Aurum"
"2604131000006116"	"dependent drug abuse"	"Aurum"
"2640381000000112"	"referral for brief intervention for substance misuse"	"Aurum"
"2640561000000110"	"family intervention for substance misuse"	"Aurum"
"2640651000000111"	"referral for specialist substance misuse intervention"	"Aurum"
"2660701000006117"	"cannabis sativa"	"Aurum"
"2716861000000113"	"signposting to substance misuse service"	"Aurum"
"2729251000000113"	"recreational drug misuse withdrawal"	"Aurum"
"2729271000000116"	"intoxication caused by recreational drug misuse"	"Aurum"
"2733881000000116"	"referral to substance misuse service declined"	"Aurum"
"2740871000000111"	"harmful use of cannabis"	"Aurum"
"2741421000006110"	"poisoning by cannabis derivative"	"Aurum"
"2844481000006114"	"amphetamine dependence"	"Aurum"
"2865481000006117"	"cannabis"	"Aurum"
"2923041000006117"	"drug abuse"	"Aurum"
"2927881000006111"	"cannabis psychosis with hallucinations"	"Aurum"
"2948761000006113"	"cocaine intoxication"	"Aurum"
"3142901000006117"	"cannabis-induced anxiety disorder"	"Aurum"
"3142911000006119"	"cannabis induced anxiety disorder"	"Aurum"
"3196751000006112"	"drug withdrawal headache"	"Aurum"
"3223881000006113"	"ex-drug user"	"Aurum"
"3223901000006110"	"ex-drug misuser"	"Aurum"
"3259291000006111"	"cocaine-related disorder"	"Aurum"
"3259301000006112"	"cocaine induced mental disorder"	"Aurum"
"3331961000006116"	"polysubstance dependence"	"Aurum"
"3333461000006110"	"amphetamine-induced psychotic disorder with hallucinations"	"Aurum"
"3584421000006111"	"cannabinoids measurement"	"Aurum"
"3604131000006111"	"ecstasy"	"Aurum"
"3647221000006117"	"narcotic drug user"	"Aurum"
"3758081000006119"	"cannabis-related disorder"	"Aurum"
"3758091000006116"	"cannabis induced mental disorder"	"Aurum"
"3815191000006116"	"cocaine withdrawal"	"Aurum"
"3839481000006118"	"amphetamine-induced anxiety disorder"	"Aurum"
"3878511000006117"	"amphetamine abuse"	"Aurum"
"3878521000006113"	"drug abuse using speed"	"Aurum"
"3984651000006110"	"psychoactive substance misuse disorder"	"Aurum"
"4064411000006118"	"therapeutic drug dependence"	"Aurum"
"4120421000006117"	"occasional drug abuser"	"Aurum"
"4120431000006119"	"occasional drug user"	"Aurum"
"4177311000006117"	"chronic drug abuse"	"Aurum"
"4765551000006119"	"combined opioid with non-opioid drug dependence"	"Aurum"
"4910541000006119"	"adverse reaction caused by cannabis"	"Aurum"
"4979081000006117"	"finding relating to drug misuse behaviour"	"Aurum"
"4979091000006119"	"drug abuse behaviour"	"Aurum"
"4979111000006111"	"drug abuse behavior"	"Aurum"
"4979131000006117"	"drug misuse behavior"	"Aurum"
"4979221000006113"	"poly-drug abuser"	"Aurum"
"4979231000006111"	"multi-drug misuser"	"Aurum"
"4979491000006114"	"injects drugs intravenously"	"Aurum"
"4979501000006118"	"ivu - intravenous drug user"	"Aurum"
"4979511000006115"	"ivdu - intravenous drug user"	"Aurum"
"4979521000006111"	"iv - intravenous drug user"	"Aurum"
"4987691000006111"	"cannabis resin - non-pharmaceutical"	"Aurum"
"4987761000006112"	"cannabis grass - non-pharmaceutical"	"Aurum"
"4987811000006117"	"cocaine freebase"	"Aurum"
"5023881000006113"	"controlled drug dependence"	"Aurum"
"5023891000006111"	"active drug dependence"	"Aurum"
"5172971000006115"	"accidental overdose of ecstasy"	"Aurum"
"5179281000006118"	"intentional methadone overdose"	"Aurum"
"5506501000006116"	"dependent sedative or hypnotic drug abuse"	"Aurum"
"5549121000006116"	"cocaine abuse assessment profile"	"Aurum"
"5768201000006116"	"accidental cannabis poisoning"	"Aurum"
"5768211000006118"	"intentional cannabis poisoning"	"Aurum"
"5768221000006114"	"cannabis poisoning of undetermined intent"	"Aurum"
"5768301000006112"	"accidental ecstasy poisoning"	"Aurum"
"5768311000006110"	"intentional ecstasy poisoning"	"Aurum"
"5768321000006119"	"ecstasy poisoning of undetermined intent"	"Aurum"
"5814641000006113"	"methadone overdose"	"Aurum"
"5814671000006117"	"accidental methadone overdose"	"Aurum"
"5814681000006119"	"methadone overdose of undetermined intent"	"Aurum"
"5819191000006111"	"local cocaine overdose"	"Aurum"
"5819211000006112"	"intentional local cocaine overdose"	"Aurum"
"5819251000006113"	"local cocaine overdose of undetermined intent"	"Aurum"
"5827281000006119"	"amphetamine overdose"	"Aurum"
"5827301000006115"	"accidental amphetamine overdose"	"Aurum"
"5827321000006113"	"intentional amphetamine overdose"	"Aurum"
"5827341000006118"	"amphetamine overdose of undetermined intent"	"Aurum"
"5827381000006112"	"cannabis overdose"	"Aurum"
"5827421000006119"	"accidental cannabis overdose"	"Aurum"
"5827431000006116"	"intentional cannabis overdose"	"Aurum"
"5827441000006114"	"cannabis overdose of undetermined intent"	"Aurum"
"5827601000006114"	"overdose of ecstasy"	"Aurum"
"5827621000006116"	"overdose of ecstasy of undetermined intent"	"Aurum"
"6218891000006118"	"habitual drug user"	"Aurum"
"6218931000006110"	"drug abuser"	"Aurum"
"6218951000006115"	"substance misuser"	"Aurum"
"6218981000006111"	"sm - substance misuser"	"Aurum"
"6240301000006113"	"drug withdrawal"	"Aurum"
"6252291000006111"	"details of drug misuse behaviour"	"Aurum"
"6252301000006112"	"details of drug misuse behavior"	"Aurum"
"6354611000006118"	"history of drug misuse"	"Aurum"
