"medcodeid"	"depression"	"Term"	"OriginalReadCode"	"CleansedReadCode"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"Release"	"EmisCodeCategoryId"
"1975191000006114"	1	"post-schizophrenic depression, continuous"	"EMISICD10|F2040"	""	1975191000006105	1975191000006114	NA	32
"1975211000006110"	1	"post-schizophrenic depression, episodic with progressive deficit"	"EMISICD10|F2041"	""	1975211000006106	1975211000006110	NA	32
"1975231000006116"	1	"post-schizophrenic depression, episodic with stable deficit"	"EMISICD10|F2042"	""	1975231000006100	1975231000006116	NA	32
"1975261000006113"	1	"post-schizophrenic depression, episodic remittent"	"EMISICD10|F2043"	""	1975261000006109	1975261000006113	NA	32
"1975281000006115"	1	"post-schizophrenic depression, incomplete remission"	"EMISICD10|F2044"	""	1975281000006104	1975281000006115	NA	32
"1975301000006116"	1	"post-schizophrenic depression, complete remission"	"EMISICD10|F2045"	""	1975301000006100	1975301000006116	NA	32
"1975321000006114"	1	"post-schizophrenic depression, course uncertain, period of observation too short"	"EMISICD10|F2049"	""	1975321000006105	1975321000006114	NA	32
"1975981000006114"	1	"mild depressive episode, without somatic syndrome"	"EMISICD10|F3200"	""	1975981000006105	1975981000006114	NA	32
"1975991000006112"	1	"mild depressive episode, with somatic syndrome"	"EMISICD10|F3201"	""	1975991000006108	1975991000006112	NA	32
"1976021000006115"	1	"moderate depressive episode, without somatic syndrome"	"EMISICD10|F3210"	""	1976021000006104	1976021000006115	NA	32
"1976051000006112"	1	"moderate depressive episode, with somatic syndrome"	"EMISICD10|F3211"	""	1976051000006108	1976051000006112	NA	32
"1976211000006116"	1	"recurrent depressive disorder, current episode mild, without somatic syndrome"	"EMISICD10|F3300"	""	1976211000006100	1976211000006116	NA	32
"1976231000006110"	1	"recurrent depressive disorder, current episode mild, with somatic syndrome"	"EMISICD10|F3301"	""	1976231000006106	1976231000006110	NA	32
"1976251000006115"	1	"recurrent depressive disorder, current episode moderate, without somatic syndrome"	"EMISICD10|F3310"	""	1976251000006104	1976251000006115	NA	32
"1976271000006113"	1	"recurrent depressive disorder, current episode moderate, with somatic syndrome"	"EMISICD10|F3311"	""	1976271000006109	1976271000006113	NA	32
"1976411000006115"	1	"other recurrent mood affective disorders, recurrent brief depressive disorder"	"EMISICD10|F3810"	""	1976411000006104	1976411000006115	NA	32
"1976491000006113"	1	"mixed anxiety and depressive reaction"	"EMISICD10|F4322"	""	1976491000006109	1976491000006113	NA	32
"1976921000006116"	1	"post-schizophrenic depression, other"	"EMISICD10|F2048"	""	1976921000006100	1976921000006116	NA	32
"1995011000006112"	1	"honos (health of the nation outcome scales) for working age adults rating scale 7 - problems with depressed mood"	"EMISNQHO152"	""	979581000000105	2491201000000111	NA	32
"2017961000006113"	1	"keele include study - anxiety/depression"	"EMISNQKE301"	""	2017961000006109	2017961000006113	NA	37
"2019001000006116"	1	"keele start msk score - anxious or low mood because of pain"	"EMISNQKE306"	""	2019001000006100	2019001000006116	NA	37
"202561000006114"	1	"prolonged depressive adjustment reaction"	"E291"	"E291.00"	192049004	295495012	NA	32
"213641000000111"	1	"[x]mild depression"	"Eu324"	"Eu32400"	310495003	213641000000111	NA	32
"2164005017"	1	"depressed mood"	"1BT"	"1BT..00"	366979004	490537016	NA	27
"2164009011"	1	"low mood"	"1BT-1"	"1BT..11"	366979004	490537016	NA	27
"223651000000118"	1	"postpartum depression"	"E204-1"	"E204.11"	58703003	97552012	NA	32
"223741000000112"	1	"severe depression"	"Eu322-2"	"Eu32212"	310497006	454084010	NA	32
"226411000000110"	1	"depression enhanced services administration"	"9k4"	"9k4..00"	166291000000108	1154541000000116	NA	37
"226581000000119"	1	"depression enhanced service completed"	"9k40"	"9k40.00"	166481000000107	1154701000000110	NA	37
"2370061000000111"	1	"referral for depression self-help video"	"8HHq0"	"8HHq000"	923921000000104	2370061000000111	NA	40
"2391541000000115"	1	"referral for guided self-help for depression declined"	"8IH52"	"8IH5200"	933441000000101	2391541000000115	NA	32
"2474715017"	1	"on depression register"	"9HA0"	"9HA0.00"	413169006	2474715017	NA	37
"251629019"	1	"h/o: depression"	"1465"	"1465.00"	161469008	251629019	NA	32
"2533375017"	1	"patient given advice about management of depression"	"8CAa"	"8CAa.00"	415044007	2533375017	NA	32
"2534091015"	1	"depression interim review"	"9H92"	"9H92.00"	413973005	2534091015	NA	37
"2534092010"	1	"depression medication review"	"9H91"	"9H91.00"	413974004	2534092010	NA	37
"2534096013"	1	"depression annual review"	"9H90"	"9H90.00"	413972000	2534096013	NA	37
"2548573012"	1	"loss of interest in previously enjoyable activity"	"1BP0"	"1BP0.00"	417523004	2548573012	NA	27
"2659601000000116"	1	"signposting to depression self-help group"	"ESCTSI25"	""	1057351000000106	2659601000000116	NA	32
"294081000000110"	1	"exception reporting - depression quality indicators"	"9hC"	"9hC..00"	716111000000102	1568671000000117	NA	37
"294621000000118"	1	"depression resolved"	"212S"	"212S.00"	196381000000100	294621000000118	NA	27
"294642013"	1	"presenile dementia with depression"	"E0013"	"E001300"	191455000	294642013	NA	32
"294644014"	1	"senile dementia with depressive or paranoid features"	"E002"	"E002.00"	191457008	294644014	NA	32
"294646011"	1	"senile dementia with depression"	"E0021"	"E002100"	191459006	294646011	NA	32
"294647019"	1	"senile dementia with depressive or paranoid features nos"	"E002z"	"E002z00"	191457008	294644014	NA	32
"294655014"	1	"arteriosclerotic dementia with depression"	"E0043"	"E004300"	191466007	294655014	NA	32
"294824018"	1	"single major depressive episode, unspecified"	"E1120"	"E112000"	36923009	61590015	NA	32
"294825017"	1	"mild major depression, single episode"	"E1121"	"E112100"	79298009	131561018	NA	32
"294826016"	1	"moderate major depression, single episode"	"E1122"	"E112200"	15639000	26507014	NA	32
"294828015"	1	"single major depressive episode, severe, with psychosis"	"E1124"	"E112400"	191604000	294828015	NA	32
"294831019"	1	"single episode of major depression in full remission"	"E1126"	"E112600"	19527009	3304522019	NA	32
"294832014"	1	"single major depressive episode nos"	"E112z"	"E112z00"	36923009	61590015	NA	32
"294836012"	1	"recurrent major depressive episodes, unspecified"	"E1130"	"E113000"	268621008	401767019	NA	32
"294837015"	1	"recurrent major depressive episodes, mild"	"E1131"	"E113100"	191610000	294837015	NA	32
"294838013"	1	"recurrent major depressive episodes, moderate"	"E1132"	"E113200"	191611001	294838013	NA	32
"294840015"	1	"recurrent major depressive episodes, severe, with psychosis"	"E1134"	"E113400"	191613003	294840015	NA	32
"294843018"	1	"recurrent major depression in full remission"	"E1136"	"E113600"	46244001	3304524018	NA	32
"294844012"	1	"recurrent depression"	"E1137"	"E113700"	191616006	294844012	NA	32
"294845013"	1	"recurrent major depressive episode nos"	"E113z"	"E113z00"	268621008	401767019	NA	32
"294894013"	1	"atypical depressive disorder"	"E11y2"	"E11y200"	191659001	294894013	NA	32
"294917018"	1	"reactive depressive psychosis"	"E130"	"E130.00"	191676002	294917018	NA	32
"294918011"	1	"psychotic reactive depression"	"E130-1"	"E130.11"	191676002	294918011	NA	32
"295494011"	1	"brief depressive reaction nos"	"E290z"	"E290z00"	192046006	295490019	NA	32
"295535012"	1	"depressive disorder"	"E2B"	"E2B..00"	35489007	59212011	NA	32
"295536013"	1	"postviral depression"	"E2B0"	"E2B0.00"	192079006	295536013	NA	32
"295537016"	1	"chronic depression"	"E2B1"	"E2B1.00"	192080009	295537016	NA	32
"296137015"	1	"mild depression"	"Eu320"	"Eu32000"	310495003	454082014	NA	32
"296138013"	1	"[x]moderate depressive episode"	"Eu321"	"Eu32100"	310496002	454083016	NA	32
"296180012"	1	"[x]recurrent depressive disorder, current episode mild"	"Eu330"	"Eu33000"	310495003	454082014	NA	32
"296181011"	1	"[x]recurrent depressive disorder, current episode moderate"	"Eu331"	"Eu33100"	310496002	454083016	NA	32
"296198011"	1	"[x]recurrent depressive disorder, currently in remission"	"Eu334"	"Eu33400"	698957003	2981573016	NA	32
"296199015"	1	"[x]other recurrent depressive disorders"	"Eu33y"	"Eu33y00"	191616006	294844012	NA	32
"300711000000119"	1	"referral for guided self-help for depression"	"8HHq"	"8HHq.00"	199111000000100	300711000000119	NA	40
"346972018"	1	"endogenous depression first episode"	"E112-3"	"E112.13"	231499006	346972018	NA	32
"346973011"	1	"masked depression"	"E11z2"	"E11z200"	231500002	346973011	NA	32
"359121000006116"	1	"reactive depression"	"Eu32z-4"	"Eu32z14"	87414006	2951871015	NA	32
"366561000006119"	1	"[x]atypical depression"	"Eu32y-1"	"Eu32y11"	191659001	294894013	NA	32
"369915018"	1	"loss of interest"	"1BP"	"1BP..00"	247753000	369915018	NA	27
"369972011"	1	"loss of capacity for enjoyment"	"1BQ"	"1BQ..00"	247796005	369972011	NA	27
"369974012"	1	"feeling hopeless"	"1BU"	"1BU..00"	307077003	450255017	NA	27
"369982012"	1	"seasonal affective disorder"	"E118"	"E118.00"	247803002	369982012	NA	32
"376691000006116"	1	"depression"	"Eu32z-1"	"Eu32z11"	35489007	486184015	NA	32
"376701000006116"	1	"[x]depressive conduct disorder"	"Eu920"	"Eu92000"	231542000	347030014	NA	32
"376711000006118"	1	"[x]depressive disorder nos"	"Eu32z-2"	"Eu32z12"	35489007	486185019	NA	32
"376721000006114"	1	"depressive episode"	"Eu32"	"Eu32.00"	35489007	486185019	NA	32
"376741000006119"	1	"[x]depressive neurosis"	"Eu341-1"	"Eu34111"	78667006	130534012	NA	32
"376751000006117"	1	"depressive personality disorder"	"Eu341-2"	"Eu34112"	1084061000000106	2716551000000112	NA	32
"379771000006116"	1	"[x]endogenous depression with psychotic symptoms"	"Eu333-1"	"Eu33311"	73867007	122670017	NA	32
"379781000006118"	1	"[x]endogenous depression without psychotic symptoms"	"Eu332-1"	"Eu33211"	300706003	441826016	NA	32
"396081000006116"	1	"[x]major depression, recurrent without psychotic symptoms"	"Eu332-2"	"Eu33212"	268621008	401767019	NA	32
"398351000006110"	1	"[x]mild anxiety depression"	"Eu412-1"	"Eu41211"	231504006	346979010	NA	32
"398561000006117"	1	"[x]mixed anxiety and depressive disorder"	"Eu412"	"Eu41200"	231504006	346979010	NA	32
"398841000006119"	1	"[x]monopolar depression nos"	"Eu33z-1"	"Eu33z11"	35489007	59212011	NA	32
"399961000006118"	1	"depressive neurosis"	"Eu341-3"	"Eu34113"	78667006	130534012	NA	32
"401766011"	1	"major depression, single episode"	"E112"	"E112.00"	36923009	61590015	NA	32
"401866015"	1	"[x]severe depressive episode without psychotic symptoms"	"Eu322"	"Eu32200"	310497006	454084010	NA	32
"401869010"	1	"[x]severe depressive episode with psychotic symptoms"	"Eu323"	"Eu32300"	191604000	294828015	NA	32
"401871010"	1	"[x]other depressive episodes"	"Eu32y"	"Eu32y00"	35489007	59212011	NA	32
"401872015"	1	"[x]depressive episode, unspecified"	"Eu32z"	"Eu32z00"	35489007	486185019	NA	32
"401873013"	1	"[x]recurrent depressive disorder"	"Eu33"	"Eu33.00"	191616006	294844012	NA	32
"401876017"	1	"[x]recurrent depressive disorder, unspecified"	"Eu33z"	"Eu33z00"	191616006	294844012	NA	32
"406881000000111"	1	"depression monitoring administration"	"9Ov"	"9Ov..00"	713831000000108	1565071000000118	NA	37
"407066012"	1	"c/o - feeling unhappy"	"1B17-2"	"1B17.12"	272024005	407066012	NA	27
"408521000000112"	1	"depression monitoring first letter"	"9Ov0"	"9Ov0.00"	717211000000107	1569751000000114	NA	37
"408541000000117"	1	"depression monitoring second letter"	"9Ov1"	"9Ov1.00"	716681000000100	1569231000000114	NA	37
"408561000000116"	1	"depression monitoring third letter"	"9Ov2"	"9Ov2.00"	716961000000102	1569511000000115	NA	37
"408581000000113"	1	"depression monitoring verbal invitation"	"9Ov3"	"9Ov3.00"	717261000000109	1569801000000119	NA	37
"408601000000116"	1	"depression monitoring telephone invitation"	"9Ov4"	"9Ov4.00"	716421000000103	1568971000000112	NA	37
"410861011"	1	"endogenous depression - recurrent"	"E113-1"	"E113.11"	274948002	410861011	NA	32
"419841000006116"	1	"[x]persistant anxiety depression"	"Eu341-4"	"Eu34114"	231504006	346979010	NA	32
"423041000006119"	1	"[x]post-schizophrenic depression"	"Eu204"	"Eu20400"	231485007	346956014	NA	32
"423131000006113"	1	"[x]postnatal depression nos"	"Eu530-1"	"Eu53011"	58703003	97552012	NA	32
"423141000006115"	1	"[x]postpartum depression nos"	"Eu530-2"	"Eu53012"	58703003	97552012	NA	32
"423611000006111"	1	"[x]prolonged single episode of reactive depression"	"Eu32z-3"	"Eu32z13"	87414006	2951871015	NA	32
"424541000006111"	1	"[x]recurr severe episodes/major depression+psychotic symptom"	"Eu333-3"	"Eu33313"	28475009	47670016	NA	32
"424551000006113"	1	"[x]recurr severe episodes/psychogenic depressive psychosis"	"Eu333-4"	"Eu33314"	191613003	294840015	NA	32
"424561000006110"	1	"[x]recurrent brief depressive episodes"	"Eu3y1-1"	"Eu3y111"	40568001	67653019	NA	32
"424631000006119"	1	"[x]recurrent episodes of depressive reaction"	"Eu33-1"	"Eu33.11"	191616006	294844012	NA	32
"424641000006112"	1	"[x]recurrent episodes of psychogenic depression"	"Eu33-2"	"Eu33.12"	191616006	294844012	NA	32
"424651000006114"	1	"[x]recurrent episodes of reactive depression"	"Eu33-3"	"Eu33.13"	191616006	294844012	NA	32
"424671000006116"	1	"[x]recurrent severe episodes of psychotic depression"	"Eu333-5"	"Eu33315"	191613003	294840015	NA	32
"424681000006118"	1	"recurrent reactive depressive episodes, severe, with psychosis"	"Eu333-6"	"Eu33316"	1086471000000103	2721771000000114	NA	32
"425411000006110"	1	"sad - seasonal affective disorder"	"Eu33-5"	"Eu33.15"	247803002	369983019	NA	32
"425751000006115"	1	"[x]seasonal depressive disorder"	"Eu33-4"	"Eu33.14"	247803002	369982012	NA	32
"426911000006111"	1	"[x]single episode of depressive reaction"	"Eu32-1"	"Eu32.11"	87414006	2951871015	NA	32
"426921000006115"	1	"[x]single episode of major depression and psychotic symptoms"	"Eu323-1"	"Eu32311"	191604000	294828015	NA	32
"426931000006117"	1	"[x]single episode of masked depression nos"	"Eu32y-2"	"Eu32y12"	231500002	346973011	NA	32
"426941000006110"	1	"[x]single episode of psychogenic depression"	"Eu32-2"	"Eu32.12"	87414006	2951871015	NA	32
"426951000006112"	1	"[x]single episode of psychogenic depressive psychosis"	"Eu323-2"	"Eu32312"	191676002	294917018	NA	32
"426961000006114"	1	"[x]single episode of psychotic depression"	"Eu323-3"	"Eu32313"	191604000	294828015	NA	32
"426971000006119"	1	"[x]single episode of reactive depression"	"Eu32-3"	"Eu32.13"	87414006	2951871015	NA	32
"426981000006116"	1	"[x]single episode of reactive depressive psychosis"	"Eu323-4"	"Eu32314"	191676002	294917018	NA	32
"426991000006118"	1	"[x]single episode vital depression w'out psychotic symptoms"	"Eu322-3"	"Eu32213"	310497006	454084010	NA	32
"432511000006119"	1	"[x]vital depression, recurrent without psychotic symptoms"	"Eu332-4"	"Eu33214"	310497006	454084010	NA	32
"441826016"	1	"endogenous depression"	"E112-4"	"E112.14"	300706003	441826016	NA	32
"474171000006112"	1	"agitated depression"	"E112-1"	"E112.11"	83458005	138421012	NA	32
"488211000006112"	1	"mixed anxiety and depressive disorder"	"E2003"	"E200300"	231504006	346979010	NA	32
"51590017"	1	"dysphoric mood"	"1S40"	"1S40.00"	30819006	51590017	NA	27
"525921000006119"	1	"brief depressive adjustment reaction"	"E290"	"E290.00"	192046006	295490019	NA	32
"613781000006118"	1	"depressive personality disorder"	"E2112"	"E211200"	78667006	130532011	NA	32
"613791000006115"	1	"depressive psychoses"	"E11-2"	"E11..12"	35489007	59212011	NA	32
"642461000006116"	1	"endogenous depression first episode"	"E112-2"	"E112.12"	231499006	346972018	NA	32
"675861000006113"	1	"reactive depression (situational)"	"E204"	"E204.00"	87414006	144929012	NA	32
"681801000000113"	1	"on full dose long term treatment for depression"	"9kQ-1"	"9kQ..11"	361761000000106	681801000000113	NA	37
"734561000006117"	1	"loss of interest"	"EMISLO1"	""	734561000006101	734561000006117	NA	27
"853871000006111"	1	"post natal depression"	"EGTON306"	""	853871000006107	853871000006111	NA	32
"882401000006115"	1	"reactive (neurotic) depression"	"E204-99"	"E204.99"	87414006	882401000006115	NA	32
"882421000006113"	1	"depressive personality"	"E2112-99"	"E211299"	78667006	882421000006113	NA	32
"882671000006112"	1	"depression"	"E2B-98"	"E2B..98"	609311000000100	882671000006112	NA	32
"882681000006110"	1	"depression nos"	"E2B-99"	"E2B..99"	609311000000100	882681000006110	NA	32
"882811000006119"	1	"mild depression"	"Eu320-99"	"Eu32099"	430421000000104	882811000006119	NA	32
"882821000006110"	1	"moderate depression"	"Eu321-99"	"Eu32199"	465441000000108	882821000006110	NA	32
"882831000006113"	1	"severe depression"	"Eu322-99"	"Eu32299"	397701000000102	882831000006113	NA	32
"908731000006114"	1	"[rfc] postnatal depression"	"HNG0531"	""	908731000006105	908731000006114	NA	12
"909681000006110"	1	"[rfc] depression"	"HNGNQRF13"	""	909681000006106	909681000006110	NA	12
"915521000006112"	1	"geriatric depression scale - 6 points"	"EMISNQGE8"	""	915521000006108	915521000006112	NA	3
"915531000006110"	1	"geriatric depression scale - 7 points"	"EMISNQGE9"	""	915531000006106	915531000006110	NA	3
"915541000006117"	1	"geriatric depression scale - 8 points"	"EMISNQGE10"	""	915541000006101	915541000006117	NA	3
"915551000006115"	1	"geriatric depression scale - 9 points"	"EMISNQGE11"	""	915551000006104	915551000006115	NA	3
"915561000006118"	1	"geriatric depression scale - 10 points"	"EMISNQGE12"	""	915561000006102	915561000006118	NA	3
"915571000006113"	1	"geriatric depression scale - 11 points"	"EMISNQGE13"	""	915571000006109	915571000006113	NA	3
"915581000006111"	1	"geriatric depression scale - 12 points"	"EMISNQGE14"	""	915581000006107	915581000006111	NA	3
"915591000006114"	1	"geriatric depression scale - 13 points"	"EMISNQGE15"	""	915591000006105	915591000006114	NA	3
"915601000006118"	1	"geriatric depression scale - 14 points"	"EMISNQGE16"	""	915601000006102	915601000006118	NA	3
"915611000006115"	1	"geriatric depression scale - 15 points"	"EMISNQGE17"	""	915611000006104	915611000006115	NA	3
"959741000006117"	1	"sadness/hopelessness/decreased self-esteem"	"EMISCSA2"	""	959741000006101	959741000006117	NA	27
"959761000006118"	1	"loss of interest/involvement in activities/self-care"	"EMISCLO3"	""	959761000006102	959761000006118	NA	27
"983861000006115"	1	"sad mood"	"1BT-2"	"1BT..12"	366979004	490537016	NA	27
"999901000006113"	1	"excepted from depression quality indicators - patient unsuitable"	"9hC0"	"9hC0.00"	716831000000103	1569381000000116	NA	37
"999911000006111"	1	"excepted from depression quality indicators - informed dissent"	"9hC1"	"9hC1.00"	715831000000109	1568391000000112	NA	37
"169463011"	1	"social withdrawal"	"13HL-4"	"13HL.14"	105411000	169463011	NA	17
"253619019"	1	"o/e - depressed"	"2257"	"2257.00"	162722001	253619019	NA	27
"285783010"	1	"stress monitoring 1st letter"	"9ON4"	"9ON4.00"	185780005	285783010	NA	37
"294690018"	1	"drug-induced depressive state"	"E02y3"	"E02y300"	191495003	294690018	NA	32
"294862015"	1	"bipolar affective disorder, currently depressed, mild"	"E1151"	"E115100"	191629006	294862015	NA	32
"294863013"	1	"bipolar affective disorder, currently depressed, moderate"	"E1152"	"E115200"	191630001	294863013	NA	32
"294899015"	1	"rebound mood swings"	"E11z1"	"E11z100"	191664002	294899015	NA	32
"295476017"	1	"acute stupor state due to acute stress reaction"	"E282"	"E282.00"	192039002	295476017	NA	32
"298986013"	1	"mood observations"	"1S4"	"1S4..00"	106131003	298986013	NA	27
"407062014"	1	"c/o - feeling depressed"	"1B17-1"	"1B17.11"	272022009	407062014	NA	27
"453331012"	1	"emotional upset"	"1B1J-1"	"1B1J.11"	309838005	453331012	NA	27
"1488723018"	1	"patient unhappy with medication regime"	"8BIB"	"8BIB.00"	395023004	1488723018	NA	32
"1780516011"	1	"high risk of self neglect"	"14ON"	"14ON.00"	401330008	1780516011	NA	32
"2549296017"	1	"depression anxiety stress scales stress score"	"388a"	"388a.00"	416767005	2549296017	NA	3
"2549495015"	1	"depression anxiety stress scales depression score"	"388Z"	"388Z.00"	416954004	2549495015	NA	3
"2549835014"	1	"o/e - fearful mood"	"225K"	"225K.00"	417620007	2549835014	NA	27
